X,Y,ID,UMKM,KEC.,USAHA,TK_TETAP,TK_LEPAS,IJIN,PEMASARAN,PEMASARA_1,JUMLAH PEM,OMZET,LONG,LAT
310227.095452078,9154799.19417131,5973,KHATIMATUL HUSNA,Kroya,Keripik Buah,2,0,SPP-IRT,34560,0,34560,34560,109.279625199999998,-7.642914172000000
304905.125852783,9159515.38624762,5974,SLAMET,Kroya,Nugget,2,0,SPP-IRT,34272,0,34272,34272,109.231569699999994,-7.600078381000000
303114.444925677,9155990.98985361,5978,MANGSUDI,Kroya,Perajin Tempe,3,0,,34272,0,34272,34272,109.215211600000004,-7.631877096000000
307144.067166485,9155832.56581547,5982,TITIN SUTINI,Kroya,Keripik,4,0,,32400,0,32400,32400,109.251722999999998,-7.633458716000000
307228.574258004,9158447.06050079,5983,TURSINAH,Kroya,Keripik,4,0,,32400,0,32400,32400,109.252584700000000,-7.609822908000000
308317.952013222,9158302.17927219,5986,MARTIJEM,Kroya,Tempe,4,0,,32400,0,32400,32400,109.262451200000001,-7.611172537000000
309060.982794001,9156512.47011801,5987,SAMINGAN,Kroya,Tempe,4,0,,32400,0,32400,32400,109.269119500000002,-7.627381245000000
305975.344941626,9157132.07172536,5988,AWAL MOTOR,Kroya,Bengkel Motor,4,0,SIUP TDP,32000,0,32000,32000,109.241179700000004,-7.621666359000000
302747.306806629,9159336.45300106,5993,SISWO WIHARJO,Kroya,Pet oval,2,0,,30000,0,30000,30000,109.212010000000006,-7.601616062000000
308703.110736539,9159145.48415034,5997,SARTONO,Kroya,Sikat Ketrok,3,0,,30000,0,30000,30000,109.265972099999999,-7.603561730000000
303352.268545208,9155489.68043716,5998,ROMELAH,Kroya,Sikat Ketrok,3,0,,30000,0,30000,30000,109.217348000000001,-7.636418480000000
307036.260694847,9159181.71876091,5999,AMINJOYO,Kroya,Tempe Kedelai,2,0,,30000,0,30000,30000,109.250868900000000,-7.603173482000000
307903.591840384,9159481.10153776,6000,SUWARTO,Kroya,Sriping Pisang,3,0,,30000,0,30000,30000,109.258739300000002,-7.600498221000000
305566.345172736,9159136.94223462,6004,NURHEDI,Kroya,Perajin Tempe,5,0,,28800,0,28800,28800,109.237547399999997,-7.603524422000000
308636.876265073,9156972.79832369,6007,Ny SETU,Kroya,Perajin Tempe,2,0,,27360,0,27360,27360,109.265292900000006,-7.623203771000000
305859.298566593,9154178.04244745,6008,NAWINIEN,Kroya,Tempe Kedelai,2,0,,26400,0,26400,26400,109.240018800000001,-7.648370690000000
302621.227546195,9156498.67338212,6009,SUDARNO,Kroya,Rokok Kretek,5,0,,25920,0,25920,25920,109.210761099999999,-7.627268513000000
308449.265973138,9158262.21304249,6011,WASUDIN,Kroya,Perajin Tempe,2,0,,24624,0,24624,24624,109.263639699999999,-7.611538662000000
305921.704539575,9154648.92139871,6012,SLAMET SUMANTRI,Kroya,Jamu,6,0,"SIUP, TDP, HO, STPIK",24340,0,24340,24340,109.240601799999993,-7.644115586000000
306866.847515786,9159101.67265746,6013,SUKRA RAMADHANI,Kroya,Industri Jamu,20,0,IKOT,24000,0,24000,24000,109.249330799999996,-7.603891025000000
303602.083846098,9159842.89746217,6023,SALIMAN,Kroya,Tempe,3,0,,21600,0,21600,21600,109.219774400000006,-7.597068975000000
301928.154368283,9158155.49707217,6025,SUWITO,Kroya,Tempe,3,0,,21600,0,21600,21600,109.204542900000007,-7.612262735000000
303161.526011226,9159504.3558794,6027,CHOMSITI,Kroya,Perajin Tempe,1,0,,20592,0,20592,20592,109.215769699999996,-7.600113449000000
308296.445399431,9155735.51653414,6029,JIWOK,Kroya,Perajin Tempe,3,0,,20592,0,20592,20592,109.262162700000005,-7.634378308000000
308778.254520469,9160291.8026826,6030,KARMI,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.266694599999994,-7.593199944000000
310893.13871191,9156368.9017152,6031,KASMUDIARJO,Kroya,Perajin Tempe,3,0,,20592,0,20592,20592,109.285717899999995,-7.628745464000000
309415.201738061,9155742.97889294,6037,MUGI RAHAYU,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.272301600000006,-7.634351490000000
304852.185170208,9159699.7449421,6039,Ny SANAWI,Kroya,Perajin Tempe,3,0,,20592,0,20592,20592,109.231096800000003,-7.598409568000000
307342.85782415,9159784.15832468,6042,PAINAH,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.253669200000004,-7.597737719000000
311689.728129387,9155195.29520021,6043,RUMINAH,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.292894799999999,-7.639385383000000
309411.816996009,9155827.6295945,6044,SABIYAH,Kroya,Perajin Tempe,1,0,,20592,0,20592,20592,109.272273999999996,-7.633585992000000
306744.380203648,9156470.68080931,6047,SATRO DWIHARJO,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.248124399999995,-7.627674560000000
307442.041211509,9156794.33199084,6049,SOFIYAH,Kroya,Perajin Tempe,2,0,,20592,0,20592,20592,109.254458600000007,-7.624773834000000
306497.274655935,9160902.4054672,6053,TURINGAH,Kroya,Perajin Tempe,1,0,,20592,0,20592,20592,109.246047899999994,-7.587596243000000
307451.038283893,9159672.25764189,6054,YASNO,Kroya,Perajin Tempe,3,0,,20592,0,20592,20592,109.254645400000001,-7.598753411000000
306632.600204504,9155929.45186994,6056,TUSAM,Kroya,Sapu,8,0,,20400,0,20400,20400,109.247091499999996,-7.632563951000000
306406.094412748,9160905.5056124,6059,KAMIDAH,Kroya,Tempe,3,0,,19440,0,19440,19440,109.245221799999996,-7.587564879000000
307170.952067367,9156160.91530326,6062,ENI SUNGKOWO,Kroya,Tempe,3,0,,19440,0,19440,19440,109.251978699999995,-7.630490938000000
304991.665966674,9155887.3315932,6063,WARSINAH,Kroya,Tempe,3,0,,19440,0,19440,19440,109.232219400000005,-7.632884214000000
302236.88985337,9155114.79816043,6069,SARIPAH,Kroya,Tempe,2,0,,19440,0,19440,19440,109.207226100000000,-7.639766059000000
306861.185241226,9155079.14140384,6071,BUHORI,Kroya,Kripik tempe,2,0,,18000,0,18000,18000,109.249131700000007,-7.640260394000000
306029.870551634,9153454.0333905,6072,DARYANTO,Kroya,Sapu,8,0,,18000,0,18000,18000,109.241537800000003,-7.654923061000000
307687.874895703,9157946.00395415,6073,BUDHIYANTO,Kroya,Pjl Suku Cadang,8,0,,17195,0,17195,17195,109.256728499999994,-7.614369971000000
305936.982976454,9155206.53665455,6077,GIYO,Kroya,Perajin Tempe,2,0,,17136,0,17136,17136,109.240760899999998,-7.639074519000000
307198.283246625,9158009.98265305,6080,SANSUWARTA,Kroya,Perajin Tempe,3,0,,17136,0,17136,17136,109.252294199999994,-7.613773634000000
301900.573098735,9157962.38052673,6082,DARTEM,Kroya,Tempe Kedelai,2,0,,16800,0,16800,16800,109.204285700000000,-7.614007714000000
303822.365803352,9153840.53408317,6085,ROBIYAH,Kroya,Keripik Tempe,2,0,,15600,0,15600,15600,109.221546399999994,-7.651346499000000
303736.007035096,9153715.95244555,6086,SUTARYO,Kroya,Souvenir,3,0,,15000,0,15000,15000,109.220759099999995,-7.652469652000000
305928.587804741,9156073.96583758,6087,SUDI HARTOYO,Kroya,Keripik Tempe,3,0,,14400,0,14400,14400,109.240716899999995,-7.631231419000000
308456.167421377,9159465.76577567,6095,RIYAH,Kroya,Tempe Kedelai,2,0,,12000,0,12000,12000,109.263745999999998,-7.600656940000000
305790.545523463,9155748.76240428,6099,AMIN MUSTOFA,Kroya,Perajin Tempe,4,0,,6768,0,6768,6768,109.239453900000001,-7.634166625000000
308065.239939852,9154742.7929104,6100,ASRURI,Kroya,Perajin Tempe,3,0,,6768,0,6768,6768,109.260031100000006,-7.643345598000000
301292.948447593,9154312.67089465,6103,ISRO,Kroya,Perajin Tempe,3,0,,5472,0,5472,5472,109.198641499999994,-7.646982660000000
